ID,Temperature1,Temperature2,Speed,Time,Num,Y1,Y2,Y3,T1,T2,A1,B1,C1,D1,E1,F1,G1,H1,I1,J1,K1,L1,M1,A2,B2,C2,D2,E2,F2,G2,H2,I2,J2,K2,L2,M2
2518,25,25,0,0.0167,-1,5,22,9,1,CsPbI3,18.928,0.0615,0.00023,0.0014,0.0014,5.00E-05,0.0006,0.00015,0,0,0,0,0,toluene,DMF,PbI2,HA,OCT,Cs2CO3,ODE,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2519,25,25,0,0.0167,-1,10.16,11.11,1,1,CsPbBr3-1,18.928,0.615,0.0024,0.002,0.0005,0.006,1.5515,0,0,0,0,0,0,toluene,DMF,PbBr2,DODA,Cs2CO3,ODE,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2520,25,25,0,10,58,35.98,25.37,0,1,CH6NPbI3,0.058,0.315,6.25,0.063,0.05,1.292,62.825,0,0,0,0,0,0,HDA-HI,OA,ODE,MAI,PbI2,DMF,CHCl3,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2521,25,25,0,0.0167,25,7.25,35.09,9,1,CH5N2PbBr3,0.16,0.16,5.166,0.00605,0.788,38.234,41.824,0,0,0,0,0,0,FABr,PbBr2,DMF,BLAM,OA,hexane,TBOH,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2522,25,25,0,0.0167,239,4.78,19.24,9,1,CH5N2PbBr3,0.16,0.16,5.166,0.00605,0.788,38.234,41.824,0,0,0,0,0,0,FABr,PbBr2,DMF,HLAM,OA,hexane,TBOH,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2523,25,25,0,0.0167,44,7.01,17.15,9,1,CH5N2PbBr3,0.16,0.16,5.166,0.00605,0.788,38.234,41.824,0,0,0,0,0,0,FABr,PbBr2,DMF,OCT,OA,hexane,TBOH,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2524,95,95,0,0.5,500,1.5,6.67,9,1,CH6NPbBr3,0.38,18.75,0.06,0.032,0.037,3.875,0,0,0,0,0,0,0,OA,ODE,OCT-HBr,MABr,PbBr2,DMF,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2525,95,95,0,1,500,2.4,8.33,9,1,CH6NPbBr3,0.38,18.75,0.06,0.032,0.037,3.875,0,0,0,0,0,0,0,OA,ODE,OCT-HBr,MABr,PbBr2,DMF,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2526,30,30,0,0.25,300,24.86,13.79,7,1,CH6NPbBr3,5.469,4.007,0.36,0.016,0.07,0.0315,0.05,3.875,0,0,0,0,0,ODE,TCB,OA,OCT-HBr,HDA,MABr,PbBr2,DMF,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2527,30,30,0,0.083,300,1.6,12.5,9,1,CH6NPbBr3,5.469,4.007,0.36,0.016,0.07,0.0315,0.05,3.875,0,0,0,0,0,ODE,TCB,OA,OCT-HBr,HDA,MABr,PbBr2,DMF,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2528,30,30,0,0.25,300,4.2,9.52,9,1,CH6NPbBr3,5.469,4.007,0.36,0.07,0.0315,0.05,3.875,0,0,0,0,0,0,ODE,TCB,OA,HDA,MABr,PbBr2,DMF,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2529,110,110,0,0.5,300,13.65,9.92,1,1,CH6NPbBr3,6.25,0.05,0.19,0.0315,0.05,3.875,0,0,0,0,0,0,0,ODE,DEA,OA,MABr,PbBr2,DMF,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2530,25,25,0,10,-1,26,15.38,4,1,Cs4PbBr6,0.0642,16.7,76.468,0.03,12.916,0.089,0.152,0,0,0,0,0,0,Cs2CO3,OA,hexane,PbBr2,DMF,HBr,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2531,25,25,0,10,53,42.39,25.19,4,1,Cs4PbBr6,0.0642,22.686,76.468,0.03,12.916,0.089,0.152,0,0,0,0,0,0,Cs2CO3,OA,hexane,PbBr2,DMF,HBr,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2532,25,25,0,10,107,31.62,25.3,4,1,Cs4PbBr6,0.0642,32.139,76.468,0.03,12.916,0.089,0.152,0,0,0,0,0,0,Cs2CO3,OA,hexane,PbBr2,DMF,HBr,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2533,25,25,0,10,65,22.3,27.99,0,1,Cs4PbBr6,0.0642,47.894,76.468,0.03,12.916,0.089,0.152,0,0,0,0,0,0,Cs2CO3,OA,hexane,PbBr2,DMF,HBr,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2534,25,25,0,10,-1,20.31,20.56,1,1,CsPbBr3-2,0.008,16.148,76.468,0.03,12.916,0.0119,0.152,0,0,0,0,0,0,Cs2CO3,OA,hexane,PbBr2,DMF,HBr,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2535,25,25,0,10,-1,11.51,13.73,1,1,CsPb2Br5,0.0032,16.1,76.468,0.03,12.916,0.006,0.152,0,0,0,0,0,0,Cs2CO3,OA,hexane,PbBr2,DMF,HBr,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2536,25,25,0,0.083,250,38.34,16.59,1,1,CsPbBr3-2,0.025,0.315,5.703,0.075,0.228,76.468,6.582,0,0,0,0,0,0,Cs2CO3,OA,ODE,PbBr2,OLA,hexane,ISA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2537,90,90,0,5,-1,20,10,4,1,CsCl,0.1,4.726,6.25,3.0394,0.4,0,0,0,0,0,0,0,0,Cs2CO3,OA,ODE,OLA,InCl3,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2538,130,130,0,5,-1,35,8.57,4,1,CsCl,0.1,4.726,6.25,3.0394,0.4,0,0,0,0,0,0,0,0,Cs2CO3,OA,ODE,OLA,InCl3,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2539,50,50,0,5,-1,13,7.69,4,1,CsBr,0.1,4.726,6.25,3.0394,0.4,0,0,0,0,0,0,0,0,Cs2CO3,OA,ODE,OLA,ZnBr2,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2540,120,120,0,5,-1,30,13.33,4,1,CsBr,0.1,4.726,6.25,3.0394,0.4,0,0,0,0,0,0,0,0,Cs2CO3,OA,ODE,OLA,ZnBr2,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2541,50,50,0,5,-1,10,10,4,1,CsI,0.1,4.726,6.25,3.0394,0.4,0,0,0,0,0,0,0,0,Cs2CO3,OA,ODE,OLA,ZnI2,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2542,90,90,0,5,-1,22,9.09,4,1,CsI,0.1,4.726,6.25,3.0394,0.4,0,0,0,0,0,0,0,0,Cs2CO3,OA,ODE,OLA,ZnI2,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2543,25,25,0,10,-1,3.28,6.16,0,1,PbS,6,10.118,116.24,1,0,0,0,0,0,0,0,0,0,PbI2,BLAM,DMF,N-DPT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2544,50,50,0,30,-1,5.1,4.96,0,1,PbS,0.18,10.118,116.24,0.03,0,0,0,0,0,0,0,0,0,PbI2,BLAM,DMF,N-DPT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2545,100,100,0,30,-1,6.3,6.31,0,1,PbS,0.06,10.118,116.24,0.01,0,0,0,0,0,0,0,0,0,PbI2,BLAM,DMF,N-DPT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2546,105,105,0,0.083,-1,13.09,12.93,1,1,Cs2AgInCl6,0.25,0.22,0.25,1.72,28.289,1.52,3.15,0.025,0,0,0,0,0,Cs2CO3,AgAc,InAc3,BC,DPE,OLA,OA,MnAc2,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2547,105,105,0,0.083,-1,14.22,20.63,1,1,Cs2AgInCl6,0.25,0.22,0.25,1.72,28.289,1.52,3.15,0.05,0,0,0,0,0,Cs2CO3,AgAc,InAc3,BC,DPE,OLA,OA,MnAc2,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2548,105,105,0,0.083,282,14.42,21.92,1,1,Cs2AgInCl6,0.25,0.22,0.25,1.72,28.289,1.52,3.15,0.075,0,0,0,0,0,Cs2CO3,AgAc,InAc3,BC,DPE,OLA,OA,MnAc2,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2549,170,170,0,0.083,22,9.24,7.82,1,1,CsPbBr3-2,0.545,9.118,48.508,4.813,0.0825,0,0,0,0,0,0,0,0,PbBr2,OLA,ODE,OA,CsSA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2550,185,185,0,0.083,10,8.9,10.84,1,1,CsPbBr3-2,0.545,9.118,48.508,4.813,0.0825,0,0,0,0,0,0,0,0,PbBr2,OLA,ODE,OA,CsSA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2551,100,100,0,0.083,44,10.89,9.4,1,1,CH6NPbBr3,0.545,9.118,46.875,4.726,0.536,7.104,0,0,0,0,0,0,0,PbBr2,OLA,ODE,OA,MABr,DMF,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2552,90,90,0,0.167,-1,2.4,7.12,9,1,CsPbBr3-1,0.188,0.912,0.0303,16.782,1.984,0,0,0,0,0,0,0,0,PbBr2,OLA,Cs2CO3,ODE,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2553,120,120,0,0.083,19,116.57,23.86,1,1,CsPbBr3-1,0.188,15.625,3.0394,0.03125,3.151,0,0,0,0,0,0,0,0,PbBr2,ODE,OLA,Cs2CO3,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2554,130,130,0,0.167,-1,13.55,2.58,1,1,CH5N2PbBr3,0.2,0.75,25,6.302,0.6,18.928,0,0,0,0,0,0,0,PbAc2,FAAc,ODE,OA,OLA-HBr,toluene,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2555,80,80,0,0.167,95,16.53,8.91,1,1,CH5N2PbI3,0.2,0.75,25,6.302,0.6,18.928,0,0,0,0,0,0,0,PbAc2,FAAc,ODE,OA,OLA-HI,toluene,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2556,165,165,0,1,766,12.2,10.97,1,1,CsPbI3,0.187,1.52,17.094,3.371,0.0675,0.0169,0,0,0,0,0,0,0,PbI2,OLA,ODE,OA,FAAc,Cs2CO3,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2557,182,182,0,5,1438,7.41,10.35,9,1,Co-1,159.918,0.63,1.579,0,0,0,0,0,0,0,0,0,0,DCB,OA,Co2(CO)8,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2558,182,182,0,5,2138,7.25,7.23,9,1,Co-1,159.918,0.63,1.579,0.259,0,0,0,0,0,0,0,0,0,DCB,OA,Co2(CO)8,TOPO,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2559,182,182,0,15,1411,7.28,15.1,9,1,Co-1,159.918,3.339,1.579,0,0,0,0,0,0,0,0,0,0,DCB,ODA,Co2(CO)8,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2560,300,300,0,90,-1,2.5,12,9,1,Cr,0.32,13.452,0,0,0,0,0,0,0,0,0,0,0,Cr-FC,TOP,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2561,300,300,0,90,-1,4.5,8.89,9,1,Cr,0.32,17.937,3.324,0,0,0,0,0,0,0,0,0,0,Cr-FC,TOP,DE,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2562,300,300,0,90,-1,6,6.67,9,1,Cr,0.32,13.452,9.973,0,0,0,0,0,0,0,0,0,0,Cr-FC,TOP,DE,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2563,278,278,0,12,-1,20,20,9,1,Pb,99.732,1.8,1.48,1.48,1.48,0,0,0,0,0,0,0,0,DE,ODOH,TOP,OCEA,Pb(Et)4,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2564,220,220,0,0.5,-1,3,33.33,0,1,Cs2SnI6,0.02,0.252,15.625,1.891,1.824,0,0,0,0,0,0,0,0,SnI4,Cs2CO3,ODE,OA,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2565,220,220,0,30,-1,33.85,10,1,1,Cs2SnI6,0.02,0.252,15.625,1.891,1.824,0,0,0,0,0,0,0,0,SnI4,Cs2CO3,ODE,OA,OLA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2566,210,210,0,0.0167,-1,7.45,15.15,1,1,CsPbCl3-2,0.1,1,17.361,6.442,6.0787,0.0455,0,0,0,0,0,0,0,PbCl2,MnCl2,ODE,OA,OLA,Cs2CO3,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2567,150,150,0,0.0167,53,18.44,32.16,1,1,CsPbCl3-2,0.1,0.25,17.361,6.442,6.0787,0.0455,0,0,0,0,0,0,0,PbCl2,MnCl2,ODE,OA,OLA,Cs2CO3,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2568,270,270,0,60,238,4.6,13.04,10,1,InAs,3,48.63,1.5,1,9.464,0,0,0,0,0,0,0,0,InCl3,OLA,(NMe2)3As,Al-DIBU,toluene,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2569,25,25,0,0.0167,-1,3.94,19.04,9,1,C3H18N3Bi2Br9,30.771,1.969,0.0495,0.0332,3.197,2.534,0.03,0,0,0,0,0,0,octane,OA,MABr,BiBr3,DMF,EAC,OCT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2570,25,25,0,0.0167,-1,5.97,13.23,9,1,C3H18N3Bi2Br9,30.771,1.969,0.0495,0.0166,3.197,2.534,0.03,0.0166,0,0,0,0,0,octane,OA,MABr,BiBr3,DMF,EAC,OCT,BiCl3,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2571,25,25,0,0.0167,-1,6.09,10.67,9,1,C3H18N3Bi2Cl9,30.771,1.969,0.0495,0.011,3.197,2.534,0.03,0.0222,0,0,0,0,0,octane,OA,MABr,BiBr3,DMF,EAC,OCT,BiCl3,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2572,25,25,0,0.0167,-1,6.05,10.25,9,1,C3H18N3Bi2Cl9,30.771,1.969,0.0495,0.0332,3.197,2.534,0.03,0,0,0,0,0,0,octane,OA,MABr,BiCl3,DMF,EAC,OCT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2573,25,25,0,0.0167,-1,3.45,5.8,9,1,Cs3Bi2Br9,30.771,1.969,0.0467,0.0303,0.0583,3.285,3.014,2.389,0,0,0,0,0,octane,OA,CsBr,BiBr3,OCT-HBr,DMSO,DMF,EAC,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2574,90,90,0,0.0167,-1,3.36,5.95,9,1,Cs3Bi2Br9,30.771,1.969,0.0467,0.0303,0.0583,3.285,3.014,2.389,0,0,0,0,0,octane,OA,CsBr,BiBr3,OCT-HBr,DMSO,DMF,EAC,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2575,25,25,0,0.0167,-1,12.62,2.38,9,1,Cs3Bi2Br9,30.771,0.0467,0.0303,0.0583,3.285,3.014,2.389,0,0,0,0,0,0,octane,CsBr,BiBr3,OCT-HBr,DMSO,DMF,EAC,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2576,25,25,0,8,-1,1.85,43.24,9,1,Rb7Bi3Cl16,85.63,0.0166,0.0071,6.16,0.0746,0.0171,0,0,0,0,0,0,0,ethanol,RbCl,BiCl3,GBL,OA,OCT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2577,25,220,10,5,-1,3.47,21.33,9,1,CuInS2-1,0.5,0.5,31.25,3.151,20.876,0,0,0,0,0,0,0,0,CuI,InAc3,ODE,OA,DT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2578,25,230,10,15,-1,9.63,17.76,9,1,CuInS2-1,0.5,0.5,31.25,3.151,20.876,0,0,0,0,0,0,0,0,CuI,InAc3,ODE,OA,DT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2579,25,270,10,15,-1,46.93,15.3,5,1,CuInS2-1,0.5,0.5,31.25,3.151,20.876,0,0,0,0,0,0,0,0,CuI,InAc3,ODE,OA,DT,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2580,180,180,0,0.5,-1,16.16,32,1,1,Cs2AgSbBr6,0.71,0.5,0.5,31.25,7.877,2.006,3.854,0,0,0,0,0,0,CsAc,AgAc,SbAc3,ODE,OA,OLA,TMSBr,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2581,180,180,0,0.5,-1,10.27,24.53,1,1,Cs2AgSbCl6,0.71,0.5,0.5,31.25,7.877,2.006,3.94,0,0,0,0,0,0,CsAc,AgAc,SbAc3,ODE,OA,OLA,TMSCl,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2582,160,160,0,0.5,224,13.34,18.61,1,1,Cs2AgBiBr6,0.71,0.5,0.125,31.25,7.877,2.006,3.854,0.375,0,0,0,0,0,CsAc,AgAc,SbAc3,ODE,OA,OLA,TMSBr,BiAc3,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2583,160,160,0,0.5,592,14.08,11.65,1,1,Cs2AgBiBr6,0.71,0.5,0.25,31.25,7.877,2.006,3.854,0.25,0,0,0,0,0,CsAc,AgAc,SbAc3,ODE,OA,OLA,TMSBr,BiAc3,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2584,180,180,0,0.5,281,13.89,15.72,1,1,Cs2AgSbBr6,0.71,0.5,0.375,31.25,7.877,2.006,3.854,0.125,0,0,0,0,0,CsAc,AgAc,SbAc3,ODE,OA,OLA,TMSBr,BiAc3,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2585,160,160,0,0.5,738,12.21,6.83,1,1,Cs2AgBiCl6,0.71,0.5,0.5,31.25,7.877,2.006,3.94,0,0,0,0,0,0,CsAc,AgAc,BiAc3,ODE,OA,OLA,TMSCl,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2586,160,160,0,0.5,300,14.57,16.44,1,1,Cs2AgBiCl6,0.71,0.5,0.125,31.25,7.877,2.006,3.94,0.375,0,0,0,0,0,CsAc,AgAc,SbAc3,ODE,OA,OLA,TMSCl,BiAc3,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2587,160,160,0,0.5,682,9.61,16.13,1,1,Cs2AgBiCl6,0.71,0.5,0.25,31.25,7.877,2.006,3.94,0.25,0,0,0,0,0,CsAc,AgAc,SbAc3,ODE,OA,OLA,TMSCl,BiAc3,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2588,180,180,0,0.5,185,10.39,22.15,1,1,Cs2AgSbCl6,0.71,0.5,0.375,31.25,7.877,2.006,3.94,0.125,0,0,0,0,0,CsAc,AgAc,SbAc3,ODE,OA,OLA,TMSCl,BiAc3,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2589,120,120,0,0.0167,-1,3150.23,30,6,1,Cs2PdBr6,2,1,36.831,7.04,0,0,0,0,0,0,0,0,0,CsBr,PdBr2,HBr,DMSO,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2590,25,25,0,0.0167,-1,3.7,5.41,9,1,Cs2CuBr4,0.025,0.05,3.229,3.52,30.771,0.121,1.969,0,0,0,0,0,0,CsBr,CuBr2,DMF,DMSO,octane,OCT,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2591,25,25,0,0.0167,-1,3.5,5.71,9,1,Cs2CuCl4,0.025,0.05,3.229,3.52,30.771,0.121,1.969,0,0,0,0,0,0,CsCl,CuCl2,DMF,DMSO,octane,OCT,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2592,25,25,0,0.0167,-1,14.2,4.93,9,1,Cs2CuBr4,0.025,0.1,3.229,3.52,30.771,0.121,1.969,0,0,0,0,0,0,CsBr,CuBr2,DMF,DMSO,octane,OCT,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2593,25,25,0,0.0167,-1,9.1,5.49,9,1,Cs2CuBr4,0.025,0.075,3.229,3.52,30.771,0.121,1.969,0,0,0,0,0,0,CsBr,CuBr2,DMF,DMSO,octane,OCT,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2594,25,25,0,0.0167,-1,5.53,13.92,9,1,CH6NPbBr3,0.1,0.1,0.0905,47.319,5.357,12.916,0,0,0,0,0,0,0,MABr,PbBr2,OCT,toluene,OA,DMF,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2595,280,280,0,60,100,7,7.14,0,1,La2O3,0.2,0.1,45.59,15.754,0,0,0,0,0,0,0,0,0,La(acac)3,Co(acac)3,OLA,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2596,280,280,0,60,100,7.5,6.67,9,1,Eu2O3,0.2,0.1,45.59,15.754,0,0,0,0,0,0,0,0,0,Eu(acac)3,Co(acac)3,OLA,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2597,280,280,0,60,100,6,6.67,9,1,Gd2O3,0.2,0.1,45.59,15.754,0,0,0,0,0,0,0,0,0,Gd(acac)3,Co(acac)3,OLA,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2598,280,280,0,60,100,6.4,4.69,9,1,Tb2O3,0.2,0.1,45.59,15.754,0,0,0,0,0,0,0,0,0,Tb(acac)3,Co(acac)3,OLA,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2599,280,280,0,60,100,6.8,5.88,9,1,Dy2O3,0.2,0.1,45.59,15.754,0,0,0,0,0,0,0,0,0,Dy(acac)3,Co(acac)3,OLA,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2600,280,280,0,60,100,6.4,4.69,9,1,Ho2O3,0.2,0.1,45.59,15.754,0,0,0,0,0,0,0,0,0,Ho(acac)3,Co(acac)3,OLA,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2601,280,280,0,60,100,8.5,5.88,9,1,Er2O3,0.2,0.1,45.59,15.754,0,0,0,0,0,0,0,0,0,Er(acac)3,Co(acac)3,OLA,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2602,280,280,0,60,100,4.2,9.52,9,1,Tm2O3,0.2,0.1,45.59,15.754,0,0,0,0,0,0,0,0,0,Tm(acac)3,Co(acac)3,OLA,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2603,280,280,0,60,100,7.9,6.33,9,1,Yb2O3,0.2,0.1,45.59,15.754,0,0,0,0,0,0,0,0,0,Yb(acac)3,Co(acac)3,OLA,OA,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
2604,50,185,6.75,0.0167,100,5.68,10.4,9,1,Cu7S4,1.01,23.403,10.3125,0.5,0,0,0,0,0,0,0,0,0,CuCl,OLA,ODE,S,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder
