ID,Temperature1,Temperature2,Speed,Time,T1,T2,A1,A2,B1,B2,C1,C2,D1,D2,E1,E2,F1,F2,G1,G2,H1,H2,I1,I2,J1,J2,Y1,Y2,Y3,Num,scaleplate
738,50,80,0,2,1,Ag2S,1,AgNO3,1,TTA,21.28,OLA,4.48,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,2,15,sphere,102,
739,50,80,0,6,1,Ag2S,1,AgNO3,1,TTA,21.28,OLA,4.48,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,2.7,18.51,sphere,102,
740,50,80,0,10,1,Ag2S,1,AgNO3,1,TTA,21.28,OLA,4.48,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,3.2,18.75,sphere,137,
741,50,80,0,20,1,Ag2S,1,AgNO3,1,TTA,21.28,OLA,4.48,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,3.6,16.66,sphere,60,
742,100,100,0,15,1,Ag2S,0.59,AgNO3,1.33,TTA,21.28,OLA,4.48,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,5,12,sphere,95,
743,100,100,0,30,1,Ag2S,0.59,AgNO3,1.33,TTA,21.28,OLA,4.48,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,5.2,13.46,sphere,71,
744,100,100,0,10,1,Ag2S,1.18,AgNO3,2.66,TTA,21.28,OLA,4.48,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,14.2,9.86,sphere,106,
745,165,165,0,30,1,Ag2S,0.1,AgAc,0.1,(TMS)2S,34.452,OT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,2.7,37.03,sphere,,
746,165,165,0,1,1,Ag2S,0.1,AgAc,0.005,PbAc2,0.1,(TMS)2S,34.452,OT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,2.7,11.11,sphere,,
747,165,165,0,30,1,Ag2S,0.1,AgAc,0.01,PbAc2,0.1,(TMS)2S,34.452,OT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,2.7,14.81,sphere,,
748,165,165,0,30,1,Ag2S,0.1,AgAc,0.02,PbAc2,0.1,(TMS)2S,34.452,OT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,2.8,14.28,sphere,,
749,25,200,15,30,1,Ag2S,0.1,Ag(S2CNEt2),20,ODE,10,OLA,10,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,30.38,27.85,sphere,63,0.362318841
750,25,200,15,30,1,Ag2S,0.1,Ag(S2CNEt2),10,OLA,10,OA,20,TOPO,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,18.44,21.1,sphere,33,0.170940171
751,25,180,15,30,1,Ag2S,0.1,Ag(S2CNEt2),20,ODE,10,ODA,10,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,11.9,20.17,sphere,,
752,25,180,15,60,1,Ag2S,0.1,Ag(S2CNEt2),20,ODE,10,ODA,10,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,12.1,10.74,sphere,,
753,25,200,15,30,1,Ag2S,0.1,Ag(S2CNEt2),20,ODE,10,ODA,10,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,10.2,3.92,sphere,,
754,25,200,15,60,1,Ag2S,0.1,Ag(S2CNEt2),20,ODE,10,ODA,10,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,12.3,12.2,sphere,,
755,25,250,15,30,1,Ag2S,0.1,Ag(S2CNEt2),20,ODE,10,ODA,10,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,12.5,16.8,sphere,,
756,25,250,15,60,1,Ag2S,0.1,Ag(S2CNEt2),20,ODE,10,ODA,10,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,12.8,18.75,sphere,,
757,25,130,10,1,1,Ag2S,0.1,Ag(S2CNEt2),49.41,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,2.4,22.1,sphere,150,
758,25,140,10,2,1,Ag2S,0.1,Ag(S2CNEt2),49.41,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,2.8,19.6,sphere,150,
759,25,160,10,3,1,Ag2S,0.1,Ag(S2CNEt2),49.41,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,3.1,10.9,sphere,150,
760,25,180,10,2,1,Ag2S,0.1,Ag(S2CNEt2),49.41,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,3.7,6.5,sphere,150,
761,25,200,10,30,1,Ag2S,0.1,Ag(S2CNEt2),49.41,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,4.4,4.8,sphere,150,
762,25,210,10,60,1,Ag2S,0.1,Ag(S2CNEt2),49.41,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,5.4,3.9,sphere,150,
763,25,230,10,60,1,Ag2S,0.1,Ag(S2CNEt2),49.41,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,7,3.6,sphere,150,
764,160,130,0,1,1,Ag2Se,0.1,AgAc,0.1,Se,15.625,ODE,3.36,TOP,1.64,OT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,3.1,22.58,sphere,300,
765,160,130,0,5,1,Ag2Se,0.1,AgAc,0.1,Se,15.625,ODE,3.36,TOP,1.64,OT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,3.4,26.47,sphere,300,
766,160,130,0,60,1,Ag2Se,0.1,AgAc,0.1,Se,15.625,ODE,3.36,TOP,1.64,OT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,3.9,17.94,sphere,300,
767,170,170,0,30,1,Ag2Se,6.04,AgNO3,13,Se,578.7911495,TBT,38.12,TOP,14.61,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,2.6,11.53,sphere,136,
768,170,170,0,90,1,Ag2Se,6.04,AgNO3,13,Se,578.7911495,TBT,38.12,TOP,14.61,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,3.3,18.18,sphere,136,
769,170,170,0,120,1,Ag2Se,6.04,AgNO3,13,Se,578.7911495,TBT,38.12,TOP,14.61,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,5.1,17.64,sphere,136,
770,170,170,0,180,1,Ag2Se,6.04,AgNO3,13,Se,578.7911495,TBT,38.12,TOP,14.61,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,5.5,23.63,sphere,136,
771,160,150,0,5,1,Ag2Se,4,AgNO3,4,Se,40,ODE,20.04,ODA,17.94,TOP,20.17,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,6.5,5.1,sphere,,
772,170,140,0,10,1,Ag2Se,0.4,AgAc,0.2,Se,34.375,ODE,2.87,OT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,3,13.33,sphere,,
773,140,120,0,30,1,Ag2Se,0.2,AgAc,0.1,Se,15.625,ODE,2.24,TOP,0.046,DPP,1.67,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,3.7,29.73,sphere,187,
774,140,140,0,1,1,Ag2Se,0.2,AgNO3,0.1,Se,9.12,OLA,0.23,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,4.69,10.87,sphere,310,
775,140,140,0,2,1,Ag2Se,0.2,AgNO3,0.1,Se,9.12,OLA,0.23,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,5.1,13.92,sphere,326,
776,140,140,0,3,1,Ag2Se,0.2,AgNO3,0.1,Se,9.12,OLA,0.23,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,5.49,14.38,sphere,325,
777,140,140,0,4,1,Ag2Se,0.2,AgNO3,0.1,Se,9.12,OLA,0.23,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,6.03,9.78,sphere,371,
778,140,140,0,5,1,Ag2Se,0.2,AgNO3,0.1,Se,9.12,OLA,0.23,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,6.35,9.13,sphere,298,
779,140,140,0,1,1,Ag2Se,1,AgNO3,0.5,Se,45.59,OLA,0.56,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,4.8,18.75,sphere,453,
780,140,140,0,3,1,Ag2Se,1,AgNO3,0.5,Se,45.59,OLA,0.56,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,5.7,15.78,sphere,424,
781,140,140,0,5,1,Ag2Se,1,AgNO3,0.5,Se,45.59,OLA,0.56,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,6.4,10.93,sphere,352,
782,140,140,0,10,1,Ag2Se,1,AgNO3,0.5,Se,45.59,OLA,0.56,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,7.6,9.21,sphere,338,
783,140,140,0,15,1,Ag2Se,1,AgNO3,0.5,Se,45.59,OLA,0.56,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,8.2,9.75,sphere,400,
784,140,140,0,30,1,Ag2Se,1,AgNO3,0.5,Se,45.59,OLA,0.56,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,8.9,8.98,sphere,343,
785,170,170,0,40,1,Ag2Se,0.2,AgAc,0.05,Se,24.315,OLA,0.4,TBP,8.35,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,3.84,,sphere,,
786,170,170,0,60,1,Ag2Se,0.2,AgAc,0.05,Se,24.315,OLA,0.4,TBP,8.35,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,4.58,7.86,sphere,100,
787,170,170,0,120,1,Ag2Se,0.2,AgAc,0.05,Se,24.315,OLA,0.4,TBP,8.35,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,5.04,6.47,sphere,200,0.416666667
788,148,148,0,45,1,Ag2Se,0.4,AgAc,0.096,Se,50,ODE,0.32,TBP,16.7,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,3.84,7.23,sphere,100,
789,155,155,0,80,1,Ag2Se,0.4,AgAc,0.144,Se,50,ODE,0.48,TBP,16.7,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,4.22,16.78,sphere,100,
790,168,168,0,100,1,Ag2Se,0.4,AgAc,0.192,Se,50,ODE,0.641,TBP,16.7,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,4.44,14.05,sphere,100,
791,160,160,0,90,1,Ag2Se,0.2,AgAc,0.05,Se,25,ODE,0.224,TOP,13.671,OT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,4.53,6.4,sphere,,
792,160,160,0,90,1,Ag2Se,0.2,AgAc,0.05,Se,25,ODE,0.224,TOP,13.671,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,4.46,8.07,sphere,,
793,160,160,0,90,1,Ag2Se,0.2,AgAc,0.05,Se,25,ODE,0.224,TOP,13.671,HDT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,4.49,12.02,sphere,,
794,100,100,0,5,1,Ag2Se,0.2,AgNO3,0.2,NaBH4,0.2,Se,21.276,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,17.68,5,sphere,17,0.111111111
795,150,140,0,4,1,Ag2Se,4,AgNO3,4,Se,20.0598,OLA,17.936,TOP,20.174,TOPO,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,7.3,9.17,sphere,78,
796,130,130,0,0.25,1,Ag2Se,4,AgNO3,4,Se,20.0598,OLA,17.936,TOP,20.174,TOPO,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,2.9,16.75,sphere,78,
797,180,170,0,20,1,Ag2Se,2,AgCl,2,Se,20.0598,OLA,8.968,TOP,20.174,TOPO,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,10.77,12.24,sphere,45,
798,160,100,0,5,1,Ag2Te,0.6,AgAc,0.4,Te,62.5,ODE,16.01,TBP,15.75,OA,3.45,OT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,3.3,15.15,sphere,,
799,160,100,0,2,1,Ag2Te,2,AgAc,0.08,Te,39.0625,ODE,2.02,OLA,3.34,TBP,8.04,OT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,2,20,sphere,,
800,160,100,0,30,1,Ag2Te,2,AgAc,0.08,Te,39.0625,ODE,2.02,OLA,3.34,TBP,8.04,OT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,2.7,11.11,sphere,,
801,160,150,0,40,1,Ag2Te,0.2,AgAc,0.08,Te,31.25,ODE,2.02,OLA,13.35,TBP,8.04,OT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,5.9,13.55,sphere,,
802,191,150,0,5,1,Ag2Te,2,AgNO3,2,Te,40,ODE,20.04,ODA,8.96,TOP,20.17,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,7,9.1,sphere,,
803,170,120,0,60,1,Ag2Te,0.2,AgAc,0.01,Te,15.625,ODE,0.67,TOP,1.49,OT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,2.4,37.5,sphere,,
804,120,120,0,2,1,Ag2Te,0.2,AgAc,0.05,Te,0.4,TBP,49.41,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,4.06,3.94,sphere,,
805,120,120,0,4,1,Ag2Te,0.1,AgAc,0.05,Te,0.4,TBP,49.41,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,4.9,1.43,sphere,,
806,120,120,0,10,1,Ag2Te,0.2,AgAc,0.05,Te,0.4,TBP,48.85,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,8.24,15.04,sphere,,
807,170,100,0,40,1,Ag2Te,0.14,AgAc,0.07,ZnAc2,0.035,Te,14.6875,ODE,0.67,TOP,1.49,OT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,4.92,14.02,sphere,300,
808,160,160,0,10,1,Ag2Te,0.1,AgNO3,0.075,Te,14.95,OLA,1.29,TOP,1.58,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,4,25,sphere,33,
809,160,160,0,3,1,Ag2Te,5,AgCl,2.5,Te,30.39,OLA,16.82,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,10,10,rectangle,,
810,180,180,0,20,1,Ag2Te,2,AgNO3,1,TeO2,30.394,OLA,8.35,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,6.98,11.49,sphere,363,0.246305419
811,110,110,0,10,1,Ag2Te,1,AgNO3,0.5,Te,30.394,OLA,1.121,TOP,1,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,21.71,44.45,rectangle,79,0.344827586
812,190,190,0,2,1,Ag2Te,1,AgNO3,0.5,Te,30.394,OLA,1.121,TOP,1,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,12.7,20.11,sphere,166,0.25
813,170,170,0,10,1,Ag2Te,1,AgNO3,0.5,Te,30.394,OLA,1.121,TOP,1,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,8.08,12.16,sphere,458,0.25
814,180,180,0,15,1,Cu2Te,1.4,CuCl2,1,TeO2,30.39,OLA,8.35,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,4.74,9.52,cube,,
815,175,175,0,2,1,Cu2Te,1,Cu(acac)2,0.5,Te,1.55,TOP,31.51,OA,20.88,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,10.1,6.93,sphere,100,
816,160,160,0,2,1,Cu2Te,1,Cu(acac)2,0.5,Te,1.55,TOP,31.51,OA,20.88,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,7.05,13.94,Irregular shape,139,0.471698113
817,200,200,0,2,1,Cu2Te,1,Cu(acac)2,0.5,Te,1.55,TOP,31.51,OA,20.88,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,7.21,7.38,sphere,2597,0.847457627
818,180,180,0,2,1,Cu2Te,1,Cu(acac)2,0.75,Te,1.47,TOP,31.51,OA,20.88,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,12,,sphere,100,
819,180,180,0,2,1,Cu2Te,1,Cu(acac)2,0.5,Te,1.55,TOP,31.51,OA,14.78,ODT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,2.5,,Irregular shape,100,
820,180,180,0,60,1,Cu2Te,0.2,CuCl,0.1,Te,19.756,OLA,6.263,DT,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,6.1,8.19,sphere,,
821,250,250,0,10,1,Cu2Te,0.2,CuCl,0.04,Te,22.5097,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,85.08,8.88,cube,,
822,250,250,0,5,1,Cu2Te,0.2,CuCl,0.04,Te,22.5097,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,61.16,21.95,cube,,
823,250,250,0,6,1,Cu2Te,0.2,CuCl,0.04,Te,22.5097,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,78.65,21.66,cube,,
824,250,250,0,8,1,Cu2Te,0.2,CuCl,0.04,Te,22.5097,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,84.4,25.13,cube,,
825,250,250,0,10,1,Cu2Te,0.2,CuCl,0.04,Te,44.9307,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,60.7,14.99,Irregular shape,,
826,250,250,0,10,1,Cu2Te,0.2,CuCl,0.04,Te,9.0577,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,93.2,33.41,cube,,
827,250,250,0,10,1,Cu2Te,0.2,CuCl,0.04,Te,2.3317,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,117.46,48.99,cube,,
828,230,230,0,10,1,Cu2Te,0.2,CuCl,0.04,Te,22.5097,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,62.06,25.27,cube,,
829,250,250,0,10,1,Cu2Te,0.2,CuCl,0.02,Te,22.4648,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,82.15,23.49,cube,,
830,110,110,0,6,1,HgSe,0.2,HgCl2,0.2,Selenourea,30.394,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,5.8,5,sphere,,
831,80,80,0,5,1,HgSe,0.2,HgCl2,0.2,Selenourea,30.394,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,4.4,,sphere,,
832,110,110,0,1,1,HgSe,1.57,HgAc2,1,Se,75.98,OLA,2.24,TOP,31.51,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,5.2,13.46,sphere,497,
833,100,100,0,6,1,HgSe,0.6,HgAc2,300,Se,18.24,OLA,672.62,TOP,6.3,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,7.6,12,sphere,355,
834,95,95,0,16,1,HgSe,0.13,HgCl2,0.2,Selenourea,15.2,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,7.5,6.67,sphere,,
835,80,80,0,1,1,HgSe,1.57,HgAc2,1.6,Se,75.98,OLA,3.59,TOP,31.51,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,4.5,11.11,sphere,,
836,80,80,0,4,1,HgSe,1.57,HgAc2,1.6,Se,75.98,OLA,3.59,TOP,31.51,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,5.8,8.62,sphere,,
837,90,90,0,6,1,HgSe,0.31,HgAc2,0.91,SeS2,36.47,OLA,12.6,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,20.95,33.68,sphere,9,0.141843972
838,120,120,0,20,1,HgSe,0.31,HgAc2,0.91,SeS2,36.47,OLA,12.6,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,15.53,21.76,sphere,55,0.236966825
839,100,100,0,5,1,HgSe,0.94,HgAc2,0.9,Se,91.18,OLA,2.02,TOP,37.81,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,8,8.75,sphere,54,
840,100,100,0,30,1,HgSe,0.94,HgAc2,0.9,Se,91.18,OLA,2.02,TOP,37.81,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,9,11.11,sphere,54,
841,100,100,0,60,1,HgSe,0.94,HgAc2,0.9,Se,91.18,OLA,2.02,TOP,37.81,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,9.6,13.54,sphere,51,
842,90,90,0,4,1,HgSe,1.57,HgAc2,1.6,Se,75.98,OLA,3.59,TOP,31.51,OA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,5,14,sphere,,
843,250,250,0,3,1,HgSe,0.1,HgI2,1,NaBH4,0.1,Se,30.394,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,17.02,20.96,Irregular shape,80,0.229885057
844,250,250,0,3,1,HgSe,0.1,HgCl2,1,NaBH4,0.1,Se,30.394,OLA,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,50.34,54.94,Irregular shape,18,0.458715596
845,60,60,0,3,1,HgTe,1.26,HgCl2,0.315,Te,140.72,OLA,1.41,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,5.5,7.27,sphere,100,
846,70,70,0,3,1,HgTe,1.26,HgCl2,0.315,Te,140.72,OLA,1.41,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,4.97,5.97,triangle,99,
847,80,80,0,3,1,HgTe,1.26,HgCl2,0.315,Te,140.72,OLA,1.41,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,6.76,8.79,triangle,100,
848,90,90,0,3,1,HgTe,1.26,HgCl2,0.315,Te,140.72,OLA,1.41,TOP,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,0,PlaceHolder,7.42,7.4,triangle,98,
