ID,Temperature1,Temperature2,Speed,Time,T1,T2,A1,A2,B1,B2,C1,C2,D1,D2,E1,E2,F1,F2,G1,H1,I1,J1,K1,L1,M1,G2,H2,I2,J2,K2,L2,M2,Y1,Shape,
1,180,180,0,20,1,PbSe,4,PbO,6,Se,37.5,ODE,74,OLA,6.7,TOP,7,OA,0,0,0,0,0,0,0,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,11.863603,1,
1,180,180,0,20,1,PbSe,4,PbO,6,Se,37.5,ODE,76,OLA,6.7,TOP,7,OA,0,0,0,0,0,0,0,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,11.89689,1,
1,180,180,0,20,1,PbSe,4,PbO,6,Se,37.5,ODE,78,OLA,6.7,TOP,7,OA,0,0,0,0,0,0,0,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,11.925059,1,
1,180,180,0,20,1,PbSe,4,PbO,6,Se,37.5,ODE,80,OLA,6.7,TOP,7,OA,0,0,0,0,0,0,0,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,11.947915,1,
1,180,180,0,20,1,PbSe,4,PbO,6,Se,37.5,ODE,0,PlaceHolder,6.7,TOP,9,OA,0,0,0,0,0,0,0,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,12.575746,1,
1,180,180,0,20,1,PbSe,4,PbO,6,Se,37.5,ODE,2,OLA,6.7,TOP,9,OA,0,0,0,0,0,0,0,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,13.353873,1,
1,180,180,0,20,1,PbSe,4,PbO,6,Se,37.5,ODE,4,OLA,6.7,TOP,9,OA,0,0,0,0,0,0,0,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,16.052956,2,
1,180,180,0,20,1,PbSe,4,PbO,6,Se,37.5,ODE,6,OLA,6.7,TOP,9,OA,0,0,0,0,0,0,0,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,15.200889,2,
1,180,180,0,20,1,PbSe,4,PbO,6,Se,37.5,ODE,8,OLA,6.7,TOP,9,OA,0,0,0,0,0,0,0,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,15.61245,2,
1,180,180,0,20,1,PbSe,4,PbO,6,Se,37.5,ODE,10,OLA,6.7,TOP,9,OA,0,0,0,0,0,0,0,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,16.226028,2,
1,180,180,0,20,1,PbSe,4,PbO,6,Se,37.5,ODE,12,OLA,6.7,TOP,9,OA,0,0,0,0,0,0,0,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,15.7299795,2,
1,180,180,0,20,1,PbSe,4,PbO,6,Se,37.5,ODE,14,OLA,6.7,TOP,9,OA,0,0,0,0,0,0,0,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,14.966867,2,
1,180,180,0,20,1,PbSe,4,PbO,6,Se,37.5,ODE,16,OLA,6.7,TOP,9,OA,0,0,0,0,0,0,0,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,14.219112,2,
1,180,180,0,20,1,PbSe,4,PbO,6,Se,37.5,ODE,18,OLA,6.7,TOP,9,OA,0,0,0,0,0,0,0,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,PlaceHolder,13.498696,2,
